,0
Incap Contract Manufacturing Services Private Limited,0
Brigade Properties Private Limited,0
Biomedix Optotechnik And Devices Private  Limited,0
Kaypee Electronics And Associates Private Limited,0
Kintetsu World Express (India) Private Limited,0
Amr Power Private Limited,0
Tuppadahalli Energy India Private Limited,0
Frontier Business Systems Private Limited,0
Stonehill Education Foundation,0
Indecomm Global Services (India) Private  Limited,0
Pai International Electronics Limited,0
Allergan Healthcare India Private Limited,0
Intuit India Product Development Centre Private Limited,0
Indianoil Skytanking Private Limited,0
Lenovo (India) Private Limited,0
Asian Fab Tec Limited,0
Prerana Motors Private Limited,0
Indus Tmt Industries Limited,0
Microsemi Storage Solutions India Private Limited,0
Manipal Integrated Services Private Limited,0
Blackberry India Private Limited,0
Iraa Clothing Private Limited,0
Coloured Rocks Trading Private Limited,0
Metricstream Infotech (India) Private Limited,0
Karnataka State Electronic Development Corporation Limited,0
Sri Srinivasa Educational And Charitable  Trust,0
Leeford Healthcare Limited,0
Oswal Agro Mills Limited,0
Jain Amar Clothing Private Limited,0
Hitachi Koki India Private Limited,0
National Handicapped Finance And Development Corporation (Us.25),0
Durg Shivnath Expressways Private Limited,0
Anmol Industries Private Limited,0
Goodrich Aerospace Services Private Limited,0
Haldiram Bhujiawala Ltd.,0
Aradhya Steel Private Limited,0
Great Eastern Retail Private Limited,0
Pyrotech Electronics Pvt. Ltd.,0
Nectar Beverages Private Limited,0
Signet Industries Limited,0
Kansai Nerolac Paints Limited,0
Rec Transmission Projects Company Limited,0
Kancor Ingredients Limited,0
Bohra Industries Limited,0
Adroit Industries (India) Limited,0
Chennai Radha Engineering Works Private Limited,0
Procter & Gamble Hygiene And Health Care Limited,0
Mysore Polymers And Rubber Products Limited,0
Chamundeswari Build-Tech Private Limited,0
Nexo Industries Private Limited,0
Sobhagia Sales Private Limited,0
Solairedirect Energy India Private Limited,0
Jaipur Metro Rail Corporation Limited,0
Dodhia Synthetics Limited,0
Tyche Industries Limited,0
Bsr Infratech India Limited,0
Mrk Healthcare Private Limited,0
Gokul Refoils And Solvent Limited,0
Uttam (Bharat) Electricals Pvt.Ltd.,0
Nuclear Power Corporation Of India Limited,0
Amdd Foods Private Limited,0
D D International Private Limited,0
Kochar Sung Up Acrylic Limited,0
J R Agrotech Private Limited,0
Purva Star Properties Private Limited,0
Gurdaspur Overseas Limited,0
Chhattisgarh Rajya Van Vikas Nigam Limited,0
Weilburger Coatings (India) Private Limited,0
Mahavir Multitrade Private Limited,0
Gvn Fuels Ltd,0
Sara Suole Private Limited,0
Misys Software Solutions (India) Private  Limited,0
Sportking India Limited,0
Dickinson Fowler Private Limited,0
Nahar Poly Films Limited,0
Alufit (India) Private Limited,0
Galfar Engineering & Contracting (India) Private Limited,0
Narmada Sugar Private Limited,0
Micromax Informatics Limited,0
Orbitech Private Limited,0
Farmson Pharmaceutical Gujarat Private Limited,0
Venkraft Paper Mills Private Limited,0
Aventus Estate Developer Private Limited,0
Flint Group India Private Limited,0
Gujarat State Forest Development Corporation Limited,0
Haldyn Glass Limited,0
Heubach Colour Private Limited,0
Tvs Srichakra Limited,0
Jaya Krishna Flour Mills Private Limited,0
Vedagiri Hi-Tech Spinning Mills Private Limited,0
Kris Flexipacks Private Limited,0
Universal Music India Private Limited,0
Eta Karnataka Estates Limited,0
Max Spare Limited,0
E I P R (India) Private Limited,0
Vimal Fire Controls Private Limited,0
Gestamp Automotive Chennai Private Limited,0
Balaji Multiflex Private Limited,0
Sakthi Aromatic Masalas Private Limited,0
Marck Remedies Private Limited,0
Renold Chain India Private Limited,0
Amanta Healthcare Limited,0
Sterling Addlife India Private Limited,0
Skaps Industries India Private Limited,0
Pricewaterhousecoopers Private Limited,0
Sakthi Masala Private Limited,0
Linde Engineering India Private Limited,0
Kumaragiri Spinnerss Private Limited,0
Sunraja Oil Industries Private Limited,0
Arun Textiles Private Limited,0
N G Realty Private Limited,0
Jyotirmay Jewels Private Limited,0
Gea Process Engineering (India) Private Limited,0
Sprint Advisory Services Private Limited,0
Jm Financial Products Limited,0
Arka Carbon Fuels Private Limited,0
Classic Mall Development Company Private  Limited,0
Pramati Technologies Private Limited,0
Ultramarine & Pigments Limited,0
Florence Shoe Company Private Limited,0
Kasturi Foundry Private Limited,0
Brilliant Bio Pharma Private Limited,0
V.V.V & Sons Edible Oils Limited,0
Anil Thermoplastics Private Limited,0
Vensa Infrastructure Limited,0
Jsw Cement Limited,0
Ashoka Infraways Limited,0
Power Finance Corporation Limited,0
T & T Motors Private Limited,0
Andhra Pradesh Heavy Machinery And Engineering Ltd,0
Bhagyanagar Gas Limited,0
J.M. Hosiery & Co Limited,0
Viva Highways Limited,0
United Breweries Limited,0
Fortuna Engineering Private Limited,0
Smartchem Technologies Limited,0
Narasu'S Saarathy Enterprises Private Limited,0
Kaira Can Company Limited,0
Dharti Agro Chemicals Private Limited,0
Maharashtra Airport Development Company Limited,0
D P Jain And Co Infrastructure Private Limited,0
Anupam Industries Limited,0
Samkrg Pistons And Rings Limited,0
Right Tight Fastners Private Limited,0
Karuna Management  Services Limited,0
Vlcc Health Care Limited,0
Bharat Petroleum Corporation Limited,0
Sharda Construction And Corporation Private Limited,0
Jagruti Sugar & Allied Industries Limited,0
Lord India Private Limited,0
Mink Tradecom Private Limited,0
Rkc Infrabuilt Private Limited,0
Landmark Cars Private Limited,0
Sarjan Realities Limited,0
Williams Lea India Private Limited,0
Heidelberg India Private Limited,0
Hll Biotech Limited,0
Tamilnadu Power Finance And Infrastructure Development Corporation Limited,0
Tamil Nadu Road Development Company Limited,0
Salona Cotspin Limited,0
Trimble Information Technologies India Private Limited,0
The Waterbase Limited,0
Tamilnadu State Marketing Corporation Limited,0
Tenneco Automotive India Private Limited,0
Day `N' Day Services Private Limited,0
It Expressway Limited,0
Toshiba Jsw Power Systems Private Limited,0
Delex Cargo India Private Limited,0
Gujarat Agrochem Private Limited,0
Centurions Housing & Constructions Private Limited,0
Polaris Consulting & Services Limited,0
K H Leather Industries Private Limited,0
Tag Corporation Private Limited,0
Intellect Design Arena Limited,0
Lancor Holdings Limited,0
R E-Rogers India Private Limited,0
Chettinad Builders Private Limited,0
Space Textiles Private Limited,0
Asian Fabricx Private Limited,0
Raj Television Network Limited,0
Nathella Sampath Jewelry Private Limited,0
Monotech Systems Limited,0
Doosan Bobcat India Private Limited,0
Shri Lakshmi Agro Foods Private Limited,0
Future Focus Infotech Private Limited,0
Mobis India Limited,0
Capricorn Food Products India Limited,0
Kayaar Exports Private Limited,0
Precia Molen India Private Limited,0
Kone Elevator India Private Limited,0
Sri Kannapiran Mills Limited,0
Watertec (India) Private Limited,0
Amrit Feeds Ltd,0
Sree Narasimha Textiles Private Limited,0
Peps Industries Private Limited,0
Coimbatore Polytex Private Limited,0
Leap Green Energy Private Limited,0
Sri Ranganathar Valves Private Limited,0
Shell India Markets Private Limited,0
Thyrocare Technologies Limited,0
Eris Lifesciences Private Limited,0
Cadila Pharmaceuticals Limited,0
Arvind Smartspaces Limited,0
Asahi Songwon Colors Limited (Lucky Laminates),0
Flagship Realty Private Limited,0
Venketeshwara Power Project Limited,0
Chennai Metro Rail Limited,0
Neeyamo Enterprise Solutions Private Limited,0
Sac Engine Components Private Limited,0
Nsk India Sales Company Private Limited,0
Solverminds Solutions And Technologies Private Limited,0
Kwality Milk Foods Limited,0
Miramed Ajuba Solutions Private Limited,0
K.T.V. Health Food Private Limited,0
Integra Software Services Private Limited,0
Mainetti (India) Private Limited,0
Shree Renuka Agri Ventures Limited,0
Clsa Technology & Services Private Limited,0
Jai Bharat Technical Services Private Limited,0
Sri Srinivasa Constructions India Private Limited,0
Vulcan Industrial Engineering Company Limited,0
Statestreet Hcl Services (India) Private  Limited,0
Sl Lumax Limited,0
Bhagyalaxmi Rolling Mill Private Limited,0
Associated Container Terminals Limited,0
Fresenius Medical Care India Private Limited,0
Homeward Residential Corporation India Private Limited,0
Parakh Agro Industries Ltd,0
Man Trucks India Private Limited,0
Kbs Jewels Private Limited,0
Electro Pneumatics And Hydraulics (India) Pvt Ltd,0
Gennova Biopharmaceuticals Limited,0
Richa Fashion Private Limited,0
Numero Uno Clothing Limited,0
Prasad Seeds Private Limited,0
Kallam Brothers Cottons Private Limited,0
Jindal Pipes Limited,0
Premium Chick Feeds Private Limited,0
Visa Consolidated Support Services (India) Private Limited,0
Kemtec India Photographic Co Pvt Ltd,0
Mount Everest Breweries Limited,0
Shivam Autotech Limited,0
Andhra Organics Limited,0
Rohini Minerals Private Limited,0
Iced Desserts And Food Parlours (India) P.Ltd.,0
Hertz Chemicals Private Limited,0
Metalyst Forgings Limited,0
Micropack Private Limited,0
Bisazza India Private Limited,0
Ajanta Private Limited,0
Rehau Polymers Private Limited,0
Sunfresh Agro Industries Private Limited,0
Brembo Brake India Private Limited,0
Sable Waghire And Co Private Limited,0
Husco Hydraulics Private Limited,0
Marveledge Realtors Private Limited,0
Shraddha Energy And Infraprojects Private Limited,0
Plastiblends India Limited,0
Baramati Cattlefeeds Pvt Ltd,0
Tirunelveli Wind Farms Limited,0
Roto Pumps Limited,0
Pentek Pen And Stationery Private Limited,0
Associated Alcohols & Breweries Ltd.,0
Baccarose Perfumes And Beauty Products Private Limited,0
Rrhl Realty Limited,0
Eltek Sgs Private Limited,0
Vee Gee Industrial Enterprises Private Limited,0
Kohinoor Elastics Pvt Ltd,0
Regent Beers And Wines Limited,0
Sri Saibalaji Spintex (India) Private Limited,0
Ayushajay Construction Private Limited,0
Kalpataruvu Spinning Mills Limited,0
Sree Lalitha Parameswari Spinning Mills Private Limited,0
Telemart Shopping Network Private Limited,0
Jyoti Strips Private Limited,0
Venkatrama Poultries Private Limited,0
Nbu Bearings Private Limited,0
Royal Infraengineering Private Limited,0
Ad- Manum Finance Limited,0
Agson Global Private Limited,0
Victora Tool Engineers Private Limited,0
Klj Resources Ltd,0
Bhavya Cements Limited,0
Mahalaxmi Polypack Private Limited,0
Mahavir Coal Resources Private Limited,0
Naini Papers Limited,0
Pioneer Polyleathers Limited,0
Tirumala Cotton And Agro Products Private Limited,0
Boulevard Projects Private Limited,0
Infobeans Technologies Limited,0
Engineering Projects (India) Limited,0
K L J Polymers And Chemicals Limited,0
Klj Plasticizers Limited.,0
Star Wire (India) Limited,0
Gupta H.C. Overseas (I) Private Limited,0
Teleecare Network India Private Limited,0
Leben Laboratories Private Limited,0
Tasty Bite Eatables Ltd,0
R. L. Jewels Private Limited,0
E-Procurement Technologies Limited,0
Sanjeev Auto Parts Manufacturers Private Limited,0
Sunstar Overseas Limited,0
Sona Fuji Kiko Automotive Limited,0
Rollatainers Limited,0
Borosil Glass Works Limited,0
Unitech Power Transmission Limited,0
Karnal Motors Private Limited,0
Welspun Enterprises Limited,0
Anukar Projects Private Limited,0
L V S Power Private Limited,0
Chennai Msw Private Limited,0
Dq Entertainment (International) Limited,0
Unimed Health Care Private Limited,0
Hyderabad Chemical Products Private Limited,0
Asian Institute Of Nephrology And Urology Private Limited,0
Gangamai Industries And Constructions Limited,0
Varsa Plastic Industries Private Limited,0
Man Turbomachinery India Private Limited,0
Sunworld Developers Private Limited,0
Rajmal Lakhichand Jewelers Private Limited,0
Wave One Private Limited,0
Nvp Venture Capital India Private Limited,0
Shree Siddi Vinayak Forgings Private Limited,0
Winsome Textile Industries Limited,0
Hitachi India Private Limited,0
Three C Shelters Private Limited,0
Dhoot Transmission Private Limited,0
Digital Radio (Mumbai) Broadcasting Limited,0
Rhine Power Private Limited,0
Athena Infraprojects Private Limited,0
Minakshi Cotton Private Limited,0
Clad Metal India Private Limited,0
Mavin Switchgears And Control Private Limited,0
Lohiya Edible Oils Private Limited,0
Prasad Media Corporation Private Limited,0
Virchow Petrochemical Private Limited,0
Ivy Comptech Private Limited,0
Intercontinental Infrastructure Limited,0
Heera Retail (Hyderabad) Private Limited,0
Mokama - Munger Highway Limited,0
Greenpark Hotels And Resorts Limited,0
Link Well Telesystems Pvt Ltd,0
Ratnadeep Super Market Private Limited,0
Chandana Brothers Textiles And Jewellers  Private Limited,0
Amr India Limited,0
Bigc Mobiles Private Limited,0
Nsl Renewable Power Private Limited,0
Viney Corporation Limited,0
Associated Broadcasting Company Private Limited,0
Viraj Projects (India) Private Limited,0
Hyundai Construction Equipment India Private Limited,0
Megha Engineering & Infrastructures Limited,0
Vensar Constructions Company Limited,0
Sealwel Corporation Private Limited,0
Shrinath Rotopack Private Limited,0
Hyderabad Chemical Private Limited,0
Apr Constructions Limited,0
Nektar Therapeutics (India) Private Limited,0
D.S.R. Infrastructure Private Limited,0
Ace Tyres Limited,0
3F Oil Palm Agrotech Private Limited,0
Msn Laboratories Private Limited,0
Vijaya Diagnostic Centre Private Limited,0
Vilas Polymer Limited,0
Msn Pharmachem Private Limited,0
Vasundhara Diamond Roof Private Limited,0
Msn Life Sciences Private Limited,0
Src Company Infra Private Limited,0
Ncc Urban Infrastructure Limited,0
Bengal Peerless Housing Development Company Ltd,0
